代號,名稱,年/月,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,來自營運之現金流量,  新增投資－CFI,  出售投資－CFI,  購置不動產廠房設備（含預付）－CFI,  處分不動產廠房設備（含預付）－CFI,投資活動之現金流量,  現金增（減）資－CFF,  支付現金股利－CFF,籌資活動之現金流量,匯率影響數,本期產生現金流量,期初現金及約當現金,期末現金及約當現金
2882,國泰金,23-Sep,"71,002,195","4,007,248","2,365,372","38,166,729",0,"30,744","-3,452,073","31,796","-10,778,719",0,"-16,593,213","23,233,916","665,878","51,287,804","620,603,407","671,891,211"
2883,開發金,23-Sep,"20,274,731","2,173,012","1,141,827","-72,556,619","-156,365","401,100","-576,134","133,944","-639,874",0,0,"24,220,892","-164,078","-49,139,679","200,161,850","151,022,171"
2884,玉山金,23-Sep,"19,606,234","2,368,360","537,000","-20,494,249",0,0,"-1,910,012",269,"-9,935,817","16,000,000","-2,867,953","18,814,268","-5,686,206","-17,302,004","115,750,099","98,448,095"
2885,元大金,23-Sep,"29,265,482","1,958,144","454,132","-37,087,525","-1,801,616","1,752,179","-1,523,618","17,470","-2,283,229",0,"-10,001,247","16,923,264","2,651,086","-19,796,404","206,929,363","187,132,959"
2886,兆豐金,23-Sep,"29,947,521","1,214,903","557,457","-86,376,809",0,"69,844","-730,133","46,087","-1,418,343",0,"-15,504,538","11,952,057","1,620,729","-74,222,366","435,380,396","361,158,030"
2887,台新金,23-Sep,"14,854,914","1,605,390","427,658","-17,749,818","-160,000",0,"-635,671","25,251","-1,371,348",0,"-7,952,343","3,672,754","-24,105","-15,472,517","80,598,219","65,125,702"
2888,新光金,23-Sep,"-1,492,615","1,275,811","386,233","-62,213,640","-320,000","50,100","-824,818","1,560","-4,623,526",0,"-76,962","26,073,381","-682,529","-41,446,314","132,628,320","91,182,006"
2889,國票金,23-Sep,"2,446,917","162,004","32,162","-15,578,852",0,0,"-40,805",838,"130,953",0,0,"15,203,953","28,453","-215,493","3,739,285","3,523,792"
2890,永豐金,23-Sep,"18,242,246","1,447,990","322,814","-166,290,092",0,0,"-861,220","40,181","-849,314","11,250,000","-7,280,259","34,272,188","522,625","-132,344,593","326,689,284","194,344,691"
2891,中信金,23-Sep,"56,519,412","5,073,098","1,458,830","-113,901,703","-2,229,748","35,000","-1,781,824","6,062","-8,139,402",0,"-19,684,649","75,432,935","-1,306,676","-47,914,846","522,661,164","474,746,318"
2892,第一金,23-Sep,"23,824,979","1,330,295","390,731","-61,626,581",0,0,"-530,339","79,032","-998,667",0,"-10,578,754","5,720,361","2,433,351","-54,471,536","311,099,856","256,628,320"
5880,合庫金,23-Sep,"18,514,394","1,694,129","276,780","-41,771,849",0,0,"-814,104",0,"-734,813",0,"-7,004,468","6,887,143","-4,439,354","-40,058,873","140,044,317","99,985,444"
2880,華南金,23-Jun,"12,781,780","843,178","188,991","-46,953,963",0,0,"-839,020",274,"-2,402,421",0,-90,"1,088,462","-54,176","-48,322,098","186,822,057","138,499,959"
2881,富邦金,23-Jun,"46,389,635","2,647,030","986,694","-233,982,745","-305,000",0,"-1,925,130","23,226","-7,512,061",0,0,"41,708,092","-440,026","-200,226,740","573,733,858","373,507,118"
2882,國泰金,23-Jun,"38,663,586","2,644,781","1,575,485","148,412,028",0,"30,744","-2,345,466","11,039","4,039,944",0,0,"-4,193,360","1,960,699","150,219,311","620,603,407","770,822,718"
2883,開發金,23-Jun,"10,539,707","1,449,017","750,253","-49,253,307","-136,269","350,051","-397,767",0,"-839,137",0,0,"16,688,682","-39,778","-33,443,540","200,161,850","166,718,310"
2884,玉山金,23-Jun,"13,250,054","1,566,412","356,277","-7,288,015",0,0,"-1,440,385",267,"-3,949,760","16,000,000",0,"11,641,229","1,198,033","1,601,487","115,750,099","117,351,586"
2885,元大金,23-Jun,"18,444,326","1,301,766","300,183","-90,659,900","-63,989","57,117","-1,005,091","5,349","-1,595,457",0,0,"70,478,644","-403,499","-22,180,212","206,929,363","184,749,151"
2886,兆豐金,23-Jun,"20,439,860","803,078","370,788","-32,493,754",0,0,"-461,379","113,634","-589,618",0,0,"6,621,845","571,613","-25,889,914","435,380,396","409,490,482"
2887,台新金,23-Jun,"10,662,926","1,059,804","279,474","-30,347,947","-160,000",0,"-444,379","1,366","-947,988",0,0,"20,189,316","-26,826","-11,133,445","80,598,219","69,464,774"
2888,新光金,23-Jun,"-9,062,635","846,810","253,735","-38,712,792","-320,000",0,"-532,217","432,934","-7,160,012",0,"-76,962","25,318,220","-117,155","-20,671,739","132,628,320","111,956,581"
2889,國票金,23-Jun,"1,687,615","107,842","21,106","-13,385,119",0,0,"-26,024",0,"-123,479",0,0,"12,840,168","-29,999","-698,429","3,739,285","3,040,856"
2890,永豐金,23-Jun,"11,721,484","952,090","210,048","-112,054,779",0,0,"-517,183","24,371","-628,784","11,250,000",0,"34,674,804","-246,613","-78,255,372","326,689,284","248,433,912"
2891,中信金,23-Jun,"32,840,988","3,355,956","993,728","-64,016,378","-1,929,997","35,000","-1,140,486","2,339","-4,878,872",0,"-100,849","56,506,856","-2,556,894","-14,945,288","522,661,164","507,715,876"
2892,第一金,23-Jun,"16,281,861","882,098","259,322","-54,950,129",0,0,"-348,784","79,033","545,526",0,0,"8,988,912","160,319","-45,255,372","311,099,856","265,844,484"
5880,合庫金,23-Jun,"12,117,978","1,123,518","179,778","-53,781,921",0,0,"-533,647",0,"-670,019",0,0,"6,340,507","-866,355","-48,977,788","140,044,317","91,066,529"
2880,華南金,23-Mar,"6,066,714","419,006","93,994","-15,485,436",0,0,"-340,791",268,"-1,407,439",0,0,"-2,639,791","-111,252","-19,643,918","186,822,057","167,178,139"
2881,富邦金,23-Mar,"14,023,883","1,320,462","490,771","-143,262,033","-150,000",0,"-839,489",134,"-2,040,750",0,0,"25,409,619","-1,739,699","-121,632,863","573,733,858","452,100,995"
2882,國泰金,23-Mar,"7,237,424","1,316,984","787,702","84,262,064",0,0,"-1,204,987",346,"20,242,131",0,0,"329,807","-188,808","104,645,194","620,603,407","725,248,601"
2883,開發金,23-Mar,"3,346,073","724,705","363,265","-48,492,569","-136,269",0,"-175,715",0,"-957,780",0,0,"-364,889","2,837","-49,812,401","200,161,850","150,349,449"
2884,玉山金,23-Mar,"7,535,772","780,931","172,697","-39,709,472",0,0,"-544,495",230,"-836,211",0,0,"200,910","1,848,534","-38,496,239","115,750,099","77,253,860"
2885,元大金,23-Mar,"8,030,102","658,715","149,681","-25,504,674","-26,847","28,327","-373,522","4,042","-685,619",0,0,"1,085,315","-2,350,715","-27,455,693","206,929,363","179,473,670"
2886,兆豐金,23-Mar,"12,246,279","399,521","184,786","-18,532,321",0,0,"-169,834","32,713","-264,161",0,0,"7,950,318","-10,722","-10,856,886","435,380,396","424,523,510"
2887,台新金,23-Mar,"5,954,930","528,778","126,283","-2,788,562",0,0,"-199,866",612,"-290,678",0,0,"11,262,824",-919,"8,182,665","80,598,219","88,780,884"
2888,新光金,23-Mar,"-11,351,764","422,907","127,650","-51,427,562","-125,000",0,"-257,434","206,937","239,953",0,0,"1,402,026","144,356","-49,641,227","132,628,320","82,987,093"
2889,國票金,23-Mar,"910,942","53,815","10,464","-10,196,595",0,0,"-16,986",0,"-173,502",0,0,"10,129,740","1,738","-238,619","3,739,285","3,500,666"
2890,永豐金,23-Mar,"5,525,642","473,815","102,787","-19,228,340",0,0,"-214,559","11,942","-255,694","11,250,000",0,"15,106,475","-50,585","-4,428,144","326,689,284","322,261,140"
2891,中信金,23-Mar,"15,795,737","1,685,318","509,124","-148,521,602","-432,723",0,"-619,173",685,"-1,459,868",0,0,"51,200,012","-412,666","-99,194,124","522,661,164","423,467,040"
2892,第一金,23-Mar,"8,300,099","436,204","128,671","-37,313,632",0,0,"-196,652",0,"90,427",0,0,"4,822,871","-447,467","-32,847,801","311,099,856","278,252,055"
5880,合庫金,23-Mar,"5,959,065","558,291","87,845","-12,075,616",0,0,"-296,486",0,"-392,675",0,0,"6,160,415","1,016,142","-5,291,734","140,044,317","134,752,583"
2880,華南金,22-Dec,"20,992,991","1,726,293","353,644","44,327,299",0,"4,470","-1,925,647",200,"-2,135,347",0,"-10,259,213","-26,615,668","3,189,377","18,765,661","168,056,396","186,822,057"
2881,富邦金,22-Dec,"60,945,652","5,236,626","1,786,992","145,228,247","-12,679,050",0,"-2,652,210","63,818","-41,361,231",0,"-44,343,497","-32,536,605","7,165,844","78,496,255","495,237,603","573,733,858"
2882,國泰金,22-Dec,"49,947,792","4,472,857","3,071,207","-26,254,905","-2,308,500","766,630","-4,179,942","195,217","-52,825,940","52,500,000","-49,483,159","6,589,915","1,052,650","-71,438,280","692,041,687","620,603,407"
2883,開發金,22-Dec,"21,940,865","2,624,415","1,447,524","9,952,969","-632,832","483,432","-1,730,261","183,188","-26,589,186",0,"-16,851,631","-13,716,718","450,474","-29,902,461","230,064,311","200,161,850"
2884,玉山金,22-Dec,"19,903,198","3,038,701","730,639","48,113,424",0,0,"-2,759,121","36,320","-10,337,441",0,"-8,965,689","-17,062,040","-9,676,069","11,037,874","104,712,225","115,750,099"
2885,元大金,22-Dec,"28,413,813","2,581,439","580,660","7,927,348","-267,647","174,506","-2,339,082","300,566","-1,907,548",0,"-18,206,154","23,886,948","9,390,896","39,297,644","167,631,719","206,929,363"
2886,兆豐金,22-Dec,"21,144,301","1,605,544","646,129","45,968,351",0,"43,350","-1,225,806","1,257","-2,308,178",0,"-17,078,169","-19,646,857","2,782,483","26,795,799","408,584,597","435,380,396"
2887,台新金,22-Dec,"17,649,319","2,142,060","486,053","66,759,735","-10,000",0,"-4,840,848","6,240","-6,561,552","5,276,131","-8,660,177","-45,091,683","46,589","15,153,089","65,445,130","80,598,219"
2888,新光金,22-Dec,"4,705,240","1,666,442","507,017","27,632,995","-271,200",0,"-1,334,698","174,892","-13,820,956","12,009,618","-6,797,815","-8,575,068","25,025","5,261,996","127,366,324","132,628,320"
2889,國票金,22-Dec,"2,251,409","215,539","40,736","8,427,864",0,0,"-49,713",0,"-725,292","3,000,000","-1,948,381","-6,311,391","70,565","1,461,746","2,277,539","3,739,285"
2890,永豐金,22-Dec,"19,404,715","1,925,546","381,622","97,031,315",0,0,"-1,128,006","57,469","-1,289,466",0,"-9,016,843","-23,999,610","1,426,680","73,168,919","253,520,365","326,689,284"
2891,中信金,22-Dec,"47,048,937","6,428,306","1,917,539","94,596,682","-2,736,135","2,400,000","-2,140,294","5,291","-13,332,653",0,"-25,538,754","9,586,879","3,319,410","94,170,318","428,490,846","522,661,164"
2892,第一金,22-Dec,"24,486,604","1,741,935","501,945","27,379,571","-42,250",0,"-1,124,801",0,"-2,339,173",0,"-12,964,159","-45,399,289","6,348,243","-14,010,648","325,110,504","311,099,856"
5880,合庫金,22-Dec,"24,386,344","2,174,245","332,054","46,957,311",0,0,"-1,271,544",102,"-1,665,036",0,"-13,600,908","-102,875,394","-6,762,809","-64,345,928","204,390,245","140,044,317"
2880,華南金,22-Sep,"16,548,866","1,295,906","262,193","27,551,769",0,"4,470","-1,547,871",198,"-1,905,683",0,"-10,259,213","-30,538,449","3,838,433","-1,053,930","168,056,396","167,002,466"
2881,富邦金,22-Sep,"104,808,711","3,915,210","1,301,594","151,467,575","-12,626,762",0,"-1,704,172","18,146","-25,619,935",0,"-44,343,496","-35,331,385","9,733,458","100,249,713","503,419,124","603,668,837"
2882,國泰金,22-Sep,"70,841,106","3,211,707","2,259,804","-28,675,204","-2,308,500","86,447","-2,388,943","13,668","-135,490,485",0,"-49,483,159","-46,338,161","1,675,515","-208,828,335","692,041,687","483,213,352"
2883,開發金,22-Sep,"27,111,556","1,915,291","1,075,052","-39,035,688","-371,273","259,871","-1,089,910","89,971","-25,774,042",0,"-16,851,631","-14,515,309","523,439","-78,801,600","230,064,311","151,262,711"
2884,玉山金,22-Sep,"14,842,362","2,259,435","549,706","67,689,865",0,0,"-1,777,383","36,253","-9,449,568",0,"-8,965,689","805,556","-15,101,279","43,944,574","104,712,225","148,656,799"
2885,元大金,22-Sep,"25,582,196","1,946,284","431,806","-12,092,549","-267,139","148,644","-1,405,749","412,326","-643,645",0,"-18,206,154","-1,149,218","7,269,824","-6,615,588","167,631,719","161,016,131"
2886,兆豐金,22-Sep,"15,250,013","1,201,636","462,292","46,223,080",0,"43,350","-805,852","1,162","-1,664,240",0,"-17,078,169","5,403,734","2,846,872","52,809,446","408,584,597","461,394,043"
2887,台新金,22-Sep,"10,932,447","1,606,142","356,900","33,000,858",0,0,"-807,448","5,516","-1,328,748","5,276,131","-8,660,177","-34,615,036","61,839","-2,881,087","65,445,130","62,564,043"
2888,新光金,22-Sep,"15,998,063","1,237,879","374,384","28,830,072","-251,400",0,"-921,354","23,382","-52,199,534","12,009,618","-6,797,815","-1,645,687","-46,272","-25,061,421","127,366,324","102,304,903"
2889,國票金,22-Sep,"1,981,170","161,561","30,380","2,497,572",0,0,"-36,016",0,"-957,732",0,"-1,948,381","-652,886","107,520","994,474","2,277,539","3,272,013"
2890,永豐金,22-Sep,"15,658,275","1,437,209","281,604","-1,190,290",0,0,"-851,988","33,849","-971,096",0,"-9,016,843","-4,049,664","1,964,901","-4,246,149","253,520,365","249,274,216"
2891,中信金,22-Sep,"46,797,877","4,769,772","1,417,962","40,693,660","-2,575,789","60,000","-1,421,413","4,105","-7,162,532",0,"-25,538,780","34,260,902","609,124","68,401,154","428,490,846","496,892,000"
2892,第一金,22-Sep,"19,402,443","1,304,039","371,774","-19,074,066","-49,000",0,"-505,883",0,"-1,936,110",0,"-12,964,159","-43,756,805","9,166,908","-55,600,073","325,110,504","269,510,431"
5880,合庫金,22-Sep,"18,236,903","1,617,965","243,460","51,689,844",0,0,"-836,086",36,"-1,707,524",0,"-13,600,908","-97,490,976","-7,476,715","-54,985,371","204,390,245","149,404,874"
2880,華南金,22-Jun,"9,721,996","863,262","173,567","1,949,846",0,0,"-1,114,416",21,"-893,802",0,-87,"-37,500,742","2,213,791","-34,230,907","168,056,396","133,825,489"
2881,富邦金,22-Jun,"87,230,927","2,605,961","861,438","38,751,702","-12,626,762",0,"-1,032,064","2,283","-23,682,971",0,0,"-27,420,771","4,992,632","-7,359,408","503,419,124","496,059,716"
2882,國泰金,22-Jun,"63,755,657","2,115,801","1,492,042","-181,668,392","-2,308,500","29,447","-1,475,817","724,097","-59,575,912",0,0,"-8,637,299","555,928","-249,325,675","692,041,687","442,716,012"
2883,開發金,22-Jun,"18,498,642","1,236,912","685,576","-65,413,638","-359,539","245,721","-727,543",0,"-17,635,778",0,0,"7,006,186","365,213","-75,678,017","230,064,311","154,386,294"
2884,玉山金,22-Jun,"9,240,497","1,509,489","367,832","15,960,583",0,0,"-1,077,239","34,937","-7,841,100",0,0,"-5,478,167","-9,016,113","-6,374,797","104,712,225","98,337,428"
2885,元大金,22-Jun,"15,463,337","1,311,466","285,323","-48,665,901","-185,226","76,190","-655,842","360,451","213,186",0,0,"12,909,372","3,814,060","-31,729,283","167,631,719","135,902,436"
2886,兆豐金,22-Jun,"8,200,337","793,759","297,773","52,924,569",0,0,"-571,452",579,"-1,156,873",0,0,"-19,155,753","1,582,443","34,194,386","408,584,597","442,778,983"
2887,台新金,22-Jun,"6,112,974","1,043,116","227,359","-4,163,740",0,0,"-411,989","3,968","-627,160",0,0,"-19,361,080","40,002","-24,111,978","65,445,130","41,333,152"
2888,新光金,22-Jun,"4,301,800","825,974","250,563","15,010,451","-180,000",0,"-611,686","92,294","-24,656,153","12,009,618","-69,965","-983,089","-153,673","-10,782,464","127,366,324","116,583,860"
2889,國票金,22-Jun,"1,264,791","107,571","19,845","8,902,718",0,0,"-26,150",0,"-739,816",0,0,"-6,489,211","60,850","1,734,541","2,277,539","4,012,080"
2890,永豐金,22-Jun,"10,014,633","949,477","183,167","-41,018,009",0,0,"-539,625","14,447","-605,872",0,0,"-704,542","1,061,738","-41,266,685","253,520,365","212,253,680"
2891,中信金,22-Jun,"33,687,938","3,178,223","937,505","22,691,882","-496,568","60,000","-750,190","2,981","-3,468,730",0,"-97,538","44,902,728","-1,372,210","62,753,670","428,490,846","491,244,516"
2892,第一金,22-Jun,"12,265,010","866,488","247,010","-35,914,536",0,0,"-284,729",0,"-2,240,980",0,0,"-24,466,506","4,696,209","-57,925,813","325,110,504","267,184,691"
5880,合庫金,22-Jun,"11,117,536","1,069,570","156,536","46,017,468",0,0,"-559,432",0,"-1,169,126",0,0,"-106,731,433","-6,396,178","-68,279,269","204,390,245","136,110,976"
2880,華南金,22-Mar,"4,560,650","421,911","86,041","-7,639,902",0,0,"-307,386",30,"-178,881",0,0,"1,704,449","1,401,356","-4,712,978","168,056,396","163,343,418"
2881,富邦金,22-Mar,"57,557,418","1,325,862","427,364","60,422,374","-5,094,959",0,"-466,652",64,"-7,238,095",0,0,"-3,336,892","3,499,282","53,346,669","503,419,124","556,765,793"
2882,國泰金,22-Mar,"39,808,433","1,045,746","740,815","-108,918,761","-216,000","25,173","-895,561","24,040","-35,235,054",0,0,"-173,622","-1,260,584","-145,588,021","692,041,687","546,453,666"
2883,開發金,22-Mar,"11,604,888","601,680","335,061","-25,045,905","-338,222",0,"-406,576",0,"-42,906,741",0,0,"5,689,369","200,497","-62,062,780","230,064,311","168,001,531"
2884,玉山金,22-Mar,"5,339,287","759,374","187,038","5,519,208",0,0,"-636,583","34,351","-4,224,013",0,0,"5,366,298","-9,410,453","-2,748,960","104,712,225","101,963,265"
2885,元大金,22-Mar,"8,271,757","667,002","141,539","-50,154,216","-86,661","28,711","-212,754","264,538","461,522",0,0,"11,311,015","2,846,983","-35,534,696","167,631,719","132,097,023"
2886,兆豐金,22-Mar,"6,677,173","388,015","149,469","23,851,739",0,0,"-191,827",260,"-408,041",0,0,"-14,915,697","1,086,306","9,614,307","408,584,597","418,198,904"
2887,台新金,22-Mar,"2,934,805","526,741","108,413","550,696",0,0,"-266,869","2,532","-304,543",0,0,"-4,624,865","62,306","-4,316,406","65,445,130","61,128,724"
2888,新光金,22-Mar,"5,369,965","411,408","125,061","14,735,968","-180,000",0,"-346,171","1,686","-21,230,208",0,0,"-6,686,266","-233,186","-13,413,692","127,366,324","113,952,632"
2889,國票金,22-Mar,"644,771","51,181","9,915","3,083,202",0,0,"-18,197",0,"-796,786",0,0,"-1,489,179","59,860","857,097","2,277,539","3,134,636"
2890,永豐金,22-Mar,"5,258,160","468,332","89,966","-80,330,365",0,0,"-251,011","4,696","-296,055",0,0,"7,109,489","803,600","-72,713,331","253,520,365","180,807,034"
2891,中信金,22-Mar,"21,066,966","1,579,798","466,138","-78,349,316","-15,144",0,"-381,806","1,528","-1,137,428",0,0,"57,768,281","1,348,988","-20,369,475","428,490,846","408,121,371"
2892,第一金,22-Mar,"5,944,308","431,543","122,067","-13,023,484",0,0,"-67,316",0,"-1,522,991",0,0,"17,821,883","2,747,806","6,023,214","325,110,504","331,133,718"
5880,合庫金,22-Mar,"5,281,286","529,221","74,660","-24,701,747",0,0,"-260,869",0,"-518,307",0,0,"-38,561,619","-4,909,924","-68,691,597","204,390,245","135,698,648"
2880,華南金,21-Dec,"19,536,727","1,793,826","333,891","-26,597,628","-179,191","4,470","-2,528,219",253,"-2,274,627",0,"-3,396,521","23,056,689","-564,095","-6,379,661","174,436,057","168,056,396"
2881,富邦金,21-Dec,"165,589,399","5,077,748","1,572,269","32,446,471","-1,434,179","60,547","-2,870,841",475,"-11,253,959","52,230,080","-33,550,645","-4,974,958","-3,833,580","12,383,974","491,035,150","503,419,124"
2882,國泰金,21-Dec,"159,526,371","4,111,453","3,286,342","72,515,605","-414,500","711,581","-2,728,904","1,608","-12,891,519",0,"-36,313,949","-25,012,742","-394,137","34,217,207","657,824,480","692,041,687"
2883,開發金,21-Dec,"52,199,699","2,332,632","1,301,380","65,484,306","-5,103,416",0,"-1,872,123","9,338,281","-7,291,828",0,"-8,244,420","-18,207,367","-263,213","39,721,898","190,342,413","230,064,311"
2884,玉山金,21-Dec,"23,959,439","2,866,864","725,460","38,960,994",0,0,"-4,275,085","72,524","-4,609,596",0,"-7,665,931","-3,386,639","3,681,766","34,646,525","70,065,700","104,712,225"
2885,元大金,21-Dec,"44,141,344","2,569,529","537,671","38,757,597","-647,467","274,719","-1,685,830","109,601","-1,751,950",0,"-14,564,923","-20,849,202","-6,310,104","9,846,341","157,785,378","167,631,719"
2886,兆豐金,21-Dec,"28,656,413","1,516,907","555,355","90,861,626",0,0,"-935,944","13,964","-1,493,738",0,"-19,738,829","7,245,416","-1,154,927","95,458,377","313,126,220","408,584,597"
2887,台新金,21-Dec,"23,155,501","1,946,858","441,690","63,156","-264,197","3,116,498","-1,036,271","11,138","-2,311,722",0,"-7,816,861","14,013,511",-592,"11,764,353","53,680,777","65,445,130"
2888,新光金,21-Dec,"18,441,707","1,570,928","502,029","-11,539,656","-1,067,749",0,"-10,120,908","3,909","-14,980,026","8,177,950","-5,541,415","-2,192,392","-8,169","-28,720,243","156,086,567","127,366,324"
2889,國票金,21-Dec,"5,495,755","178,375","36,427","-7,015,574",0,0,"-259,428","2,325","-577,636",0,"-1,876,213","7,204,052","-18,163","-407,321","2,684,860","2,277,539"
2890,永豐金,21-Dec,"18,649,230","1,843,916","350,189","82,332,401",0,0,"-1,301,452","28,110","-1,442,427",0,"-7,889,738","6,488,279","-494,475","86,883,778","166,636,587","253,520,365"
2891,中信金,21-Dec,"62,044,158","6,125,560","1,741,508","-34,189,900","-3,043,049","900,496","-1,529,999","6,315","24,874,507",0,"-21,541,819","-4,780,295","-7,105,117","-21,200,805","449,691,651","428,490,846"
2892,第一金,21-Dec,"23,433,444","1,643,225","436,167","79,339,688","-128,569",0,"-789,971",0,"1,699,019",0,"-11,552,221","12,951,194","-1,247,859","92,742,042","232,368,462","325,110,504"
5880,合庫金,21-Dec,"24,428,522","2,040,123","237,086","59,274,498",0,0,"-1,083,618",532,"-642,329",0,"-11,334,090","48,177,187","2,513,243","109,322,599","95,067,646","204,390,245"
2880,華南金,21-Sep,"15,852,581","1,364,784","248,356","-20,336,788","-179,191","4,470","-736,555",225,"498,823",0,-87,"19,070,877","-458,518","-1,225,606","174,436,057","173,210,451"
2881,富邦金,21-Sep,"149,925,246","3,798,868","1,157,752","58,709,226","-693,564","60,547","-1,508,006",423,"-7,351,158","2,291,123","-33,550,645","-21,329,856","-2,572,292","27,455,920","491,035,150","518,491,070"
2882,國泰金,21-Sep,"138,078,189","3,014,743","2,416,874","40,648,366","-324,500","621,133","-1,890,831",852,"-7,627,628",0,"-36,313,949","-25,139,307","-141,127","7,740,304","657,824,480","665,564,784"
2883,開發金,21-Sep,"45,967,098","1,755,566","972,048","48,598,454","-1,372,255",0,"-1,231,584","9,273,426","-29,515,098",0,"-8,244,420","-14,272,968","-734,225","4,076,163","190,342,413","194,418,576"
2884,玉山金,21-Sep,"18,578,025","2,114,855","532,730","10,961,136",0,0,"-3,176,638","72,266","-2,776,046",0,"-7,665,931","-4,916,358","3,926,465","7,195,197","70,065,700","77,260,897"
2885,元大金,21-Sep,"37,371,975","1,929,229","399,680","13,480,723","-368,001","251,910","-1,056,010","86,342","-980,952",0,"-14,564,923","-8,531,625","-5,614,459","-1,646,313","157,785,378","156,139,065"
2886,兆豐金,21-Sep,"22,549,994","1,134,914","413,387","109,388,830",0,0,"-646,472",986,"-1,046,996",0,"-19,738,829","-964,216","-968,983","106,408,635","313,126,220","419,534,855"
2887,台新金,21-Sep,"20,307,982","1,438,605","331,970","-10,402,553",0,"3,116,498","-736,161","4,827","-1,606,151",0,"-1,757,500","7,954,683","-24,191","-4,078,212","53,680,777","49,602,565"
2888,新光金,21-Sep,"17,604,233","1,193,617","375,651","-29,446,288","-616,250",0,"-9,772,084","1,820","-13,819,427","8,177,950","-5,541,415","3,273,613","-28,134","-40,020,236","156,086,567","116,066,331"
2889,國票金,21-Sep,"4,403,991","130,506","26,644","-6,012,654",0,0,"-97,546","2,324","-338,038",0,"-1,876,213","5,948,927","-27,507","-429,272","2,684,860","2,255,588"
