代號,名稱,年月,ROA(A)稅後息前%,ROA－綜合損益,ROE(A)－稅後,ROE(B)－常續利益,ROE－綜合損益,常續利益率－稅後(A),稅後淨利率(A),常續性每股盈餘,營收成長率(A),稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總負債/總淨值,負債比率,淨值/資產
2891,中信金,19-Sep,0.63,1.19,11.04,11.04,20.75,19.24,19.24,2.17,-13.52,22.18,22.18,22.18,11.47,18.08,1584.05,94.06,5.94
2892,第一金,19-Sep,0.52,0.76,7.3,7.3,10.81,32.67,32.66,1.47,1.04,7.23,7.23,7.18,4.64,6.0,1298.35,92.85,7.15
5880,合庫金,19-Sep,0.37,0.54,6.08,6.08,8.93,36.44,36.44,1.26,3.71,4.99,4.99,4.99,5.1,5.25,1555.24,93.96,6.04
2880,華南金,19-Jun,0.32,0.54,4.75,4.75,8.14,35.47,35.47,1.29,3.81,13.98,13.98,13.98,1.47,8.66,1370.6,93.2,6.8
2881,富邦金,19-Jun,0.35,1.45,5.37,5.37,22.26,14.29,14.29,4.32,-6.51,-10.86,-10.86,-10.86,12.95,11.77,1335.96,93.04,6.96
2882,國泰金,19-Jun,0.36,2.02,5.56,5.56,31.18,14.06,14.06,3.68,-4.79,-5.22,-5.22,-5.22,5.74,16.52,1293.68,92.82,7.18
2883,開發金,19-Jun,0.41,2.0,4.58,4.58,22.5,9.18,9.18,0.66,5.53,25.94,25.94,25.94,10.48,22.8,955.77,90.53,9.47
2884,玉山金,19-Jun,0.44,0.49,6.33,6.33,7.1,38.48,38.48,1.55,7.07,11.09,11.09,11.09,10.17,7.51,1351.18,93.11,6.89
2885,元大金,19-Jun,0.51,0.72,4.96,4.96,7.03,23.93,23.93,1.59,-0.65,-2.83,-2.83,-2.83,3.52,6.37,885.17,89.85,10.15
2886,兆豐金,19-Jun,0.43,0.59,4.9,4.9,6.78,46.29,46.3,2.06,6.55,-1.05,-1.05,-1.05,2.17,3.35,1053.92,91.33,8.67
2887,台新金,19-Jun,0.44,0.53,4.73,4.73,5.65,37.65,37.65,1.09,6.41,5.04,5.04,5.04,10.49,11.96,1015.14,91.03,8.97
2888,新光金,19-Jun,0.29,1.18,5.96,5.96,24.14,8.13,8.13,0.24,5.2,-33.89,-33.89,-33.89,9.5,33.35,1631.97,94.23,5.77
2889,國票金,19-Jun,0.53,1.02,4.07,4.07,7.87,45.85,45.85,0.75,6.38,11.75,11.75,11.74,10.65,7.64,670.25,87.02,12.98
2890,永豐金,19-Jun,0.39,0.5,4.6,4.6,5.9,34.88,34.88,1.0,15.97,37.68,37.68,37.78,10.04,3.59,1142.47,91.95,8.05
2891,中信金,19-Jun,0.34,0.97,6.02,6.02,17.07,15.84,15.84,1.73,-11.27,-6.88,-6.88,-6.88,11.2,15.98,1599.63,94.12,5.88
2892,第一金,19-Jun,0.33,0.61,4.76,4.76,8.67,31.87,31.87,1.42,-1.25,3.22,3.22,3.17,4.48,6.71,1320.93,92.96,7.04
5880,合庫金,19-Jun,0.24,0.43,3.94,3.94,7.18,35.26,35.26,1.24,5.4,4.96,4.96,4.96,3.87,6.06,1570.81,94.01,5.99
